"id","year","age","class","degree","sex","marital","race","region","partyid","happy","relig","cappun","finalter","natspac","natarms","conclerg","confed","conpress","conjudge","consci","conlegis","zodiac","oversamp","postlife"
647,1991,"25","UPPER CLASS","BACHELOR","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","GEMINI",1,"YES"
1387,1991,"59","MIDDLE CLASS","LT HIGH SCHOOL","MALE","MARRIED","BLACK","E. SOU. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","CANCER",1,NA
1506,1991,"33","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MOUNTAIN","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","A GREAT DEAL","VIRGO",1,"YES"
957,1991,"45","WORKING CLASS","BACHELOR","FEMALE","NEVER MARRIED","WHITE","PACIFIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","PISCES",1,"YES"
275,1991,"27","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","NEW ENGLAND","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","PISCES",1,NA
1110,1991,"84","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","INDEPENDENT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","2","HARDLY ANY","SCORPIO",1,"YES"
1337,1991,"74","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","CAPRICORN",1,NA
480,1991,"37","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","NEW ENGLAND","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1,"YES"
302,1991,"30","LOWER CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","W. NOR. CENTRAL","STRONG DEMOCRAT","UNHAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","2","A GREAT DEAL","AQUARIUS",1,NA
750,1991,"37","WORKING CLASS","BACHELOR","FEMALE","MARRIED","OTHER","SOUTH ATLANTIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1,NA
1325,1991,"37","WORKING CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. SOU. CENTRAL","INDEPENDENT","HAPPY","NONE","FAVOR","WORSE","TOO MUCH","TOO LITTLE","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",1,"YES"
574,1991,"30","WORKING CLASS","JUNIOR COLLEGE","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","A GREAT DEAL","GEMINI",1,NA
146,1991,"66","WORKING CLASS","JUNIOR COLLEGE","FEMALE","DIVORCED","BLACK","MIDDLE ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","CAPRICORN",1,"YES"
1230,1991,"33","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",1,"NO"
113,1991,"31","MIDDLE CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","1","HARDLY ANY","SCORPIO",1,NA
1233,1991,"65","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","1","ONLY SOME","ARIES",1,"YES"
671,1991,"88","MIDDLE CLASS","HIGH SCHOOL","FEMALE","WIDOWED","BLACK","E. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","TAURUS",1,NA
1483,1991,"34","LOWER CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","PACIFIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",1,"YES"
1305,1991,"22","MIDDLE CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO LITTLE","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","PISCES",1,NA
677,1991,"40","WORKING CLASS","BACHELOR","MALE","DIVORCED","WHITE","E. SOU. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","SCORPIO",1,"YES"
1070,1991,"47","WORKING CLASS","BACHELOR","MALE","NEVER MARRIED","WHITE","MOUNTAIN","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1,"YES"
1317,1991,"35","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. SOU. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO LITTLE","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","PISCES",1,NA
433,1991,"68","MIDDLE CLASS","HIGH SCHOOL","MALE","WIDOWED","WHITE","NEW ENGLAND","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO LITTLE","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","TAURUS",1,"YES"
756,1991,"28","MIDDLE CLASS","BACHELOR","FEMALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","OTHER PARTY","HAPPY","OTHER","OPPOSE","BETTER","ABOUT RIGHT","TOO MUCH","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","2","ONLY SOME","ARIES",1,"NO"
385,1991,"35","MIDDLE CLASS","HIGH SCHOOL","MALE","DIVORCED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO LITTLE","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","LIBRA",1,"YES"
110,1991,"40","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","BLACK","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1,"YES"
665,1991,"35","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1,NA
45,1991,"65","MIDDLE CLASS","HIGH SCHOOL","FEMALE","WIDOWED","WHITE","PACIFIC","STRONG REPUBLICAN","HAPPY","NONE","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","LEO",1,NA
254,1991,"27","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","W. SOU. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","A GREAT DEAL","LIBRA",1,"YES"
212,1991,"47","MIDDLE CLASS","GRADUATE","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","OTHER PARTY","UNHAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO MUCH","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","GEMINI",1,NA
264,1991,"47","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. SOU. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","SCORPIO",1,"YES"
1085,1991,"57","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","MOUNTAIN","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","SAGITTARIUS",1,NA
709,1991,"32","MIDDLE CLASS","BACHELOR","MALE","DIVORCED","BLACK","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","TOO LITTLE","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","2","A GREAT DEAL","AQUARIUS",1,"YES"
1434,1991,"22","MIDDLE CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","CATHOLIC","OPPOSE","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","SAGITTARIUS",1,NA
1323,1991,"21","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","W. SOU. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","ABOUT RIGHT","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1,NA
943,1991,"31","MIDDLE CLASS","HIGH SCHOOL","MALE","DIVORCED","WHITE","PACIFIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO LITTLE","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","LEO",1,"YES"
84,1991,"25","MIDDLE CLASS","BACHELOR","MALE","NEVER MARRIED","WHITE","PACIFIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","TOO MUCH","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","AQUARIUS",1,NA
473,1991,"48","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","1","HARDLY ANY","AQUARIUS",1,NA
841,1991,"24","LOWER CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","PISCES",1,"YES"
53,1991,"22","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","PACIFIC","STRONG REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",1,NA
1435,1991,"23","MIDDLE CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","CATHOLIC","OPPOSE","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","2","A GREAT DEAL","LIBRA",1,"YES"
35,1991,"44","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","JEWISH","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","SCORPIO",1,NA
1496,1991,"31","WORKING CLASS","JUNIOR COLLEGE","FEMALE","MARRIED","WHITE","PACIFIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1,"YES"
381,1991,"25","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","1","ONLY SOME","TAURUS",1,NA
1351,1991,"48","LOWER CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","1","ONLY SOME","SCORPIO",1,"YES"
1470,1991,"71","LOWER CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","OTHER","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","2","ONLY SOME","CANCER",1,"YES"
806,1991,"37","WORKING CLASS","HIGH SCHOOL","FEMALE","SEPARATED","WHITE","W. SOU. CENTRAL","IND,NEAR REP","UNHAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO LITTLE","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",1,"YES"
1065,1991,"39","MIDDLE CLASS","JUNIOR COLLEGE","MALE","NEVER MARRIED","WHITE","MOUNTAIN","IND,NEAR DEM","HAPPY","JEWISH","OPPOSE","BETTER","TOO LITTLE","TOO MUCH","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","2","ONLY SOME","CAPRICORN",1,NA
1410,1991,"35","WORKING CLASS","BACHELOR","MALE","MARRIED","WHITE","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO LITTLE","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","1","HARDLY ANY","LEO",1,NA
429,1991,"33","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","NEW ENGLAND","NOT STR DEMOCRAT","HAPPY","NONE","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","LIBRA",1,"NO"
1195,1991,"38","WORKING CLASS","JUNIOR COLLEGE","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","OPPOSE","WORSE","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","2","ONLY SOME","AQUARIUS",1,NA
1281,1991,"60","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO MUCH","TOO LITTLE","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","2","ONLY SOME","CANCER",1,NA
1452,1991,"50","LOWER CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","BLACK","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1,NA
240,1991,"40","MIDDLE CLASS","BACHELOR","FEMALE","DIVORCED","WHITE","W. SOU. CENTRAL","STRONG REPUBLICAN","HAPPY","CATHOLIC","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","2","HARDLY ANY","VIRGO",1,NA
282,1991,"53","LOWER CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","NEW ENGLAND","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","CANCER",1,"YES"
1160,1991,"32","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","1","ONLY SOME","CAPRICORN",1,NA
1034,1991,"21","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","PACIFIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO LITTLE","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","SAGITTARIUS",1,NA
620,1991,"89 OR OLDER","MIDDLE CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","TOO MUCH","TOO MUCH","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","ARIES",1,NA
850,1991,"71","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","1","HARDLY ANY","LEO",1,"YES"
1191,1991,"60","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","1","A GREAT DEAL","AQUARIUS",1,NA
793,1991,"36","WORKING CLASS","HIGH SCHOOL","MALE","DIVORCED","WHITE","W. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","CAPRICORN",1,NA
1505,1991,"66","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MOUNTAIN","INDEPENDENT","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","2","A GREAT DEAL","CAPRICORN",1,NA
898,1991,"39","MIDDLE CLASS","BACHELOR","MALE","MARRIED","WHITE","E. SOU. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","TAURUS",1,"YES"
124,1991,"60","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","HARDLY ANY","SAGITTARIUS",1,NA
1377,1991,"30","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","BLACK","W. SOU. CENTRAL","IND,NEAR DEM","UNHAPPY","PROTESTANT","OPPOSE","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","LEO",1,"YES"
1005,1991,"23","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","PACIFIC","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","CANCER",1,"YES"
1392,1991,"47","MIDDLE CLASS","BACHELOR","MALE","MARRIED","WHITE","E. SOU. CENTRAL","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","PISCES",1,"YES"
1214,1991,"32","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","W. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","TAURUS",1,"YES"
1133,1991,"38","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","GEMINI",1,NA
1147,1991,"30","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","NEW ENGLAND","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO MUCH","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","1","A GREAT DEAL","SAGITTARIUS",1,NA
611,1991,"57","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","HARDLY ANY","LIBRA",1,NA
825,1991,"78","WORKING CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","WHITE","E. SOU. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","1","HARDLY ANY","GEMINI",1,"YES"
1450,1991,"65","WORKING CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","BLACK","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","SAGITTARIUS",1,NA
510,1991,"29","LOWER CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","BLACK","E. NOR. CENTRAL","IND,NEAR REP","HAPPY","NONE","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CAPRICORN",1,"NO"
213,1991,"65","MIDDLE CLASS","GRADUATE","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","STRONG DEMOCRAT","UNHAPPY","JEWISH","FAVOR","STAYED SAME","ABOUT RIGHT","TOO MUCH","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","LEO",1,"NO"
310,1991,"83","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","LIBRA",1,NA
351,1991,"46","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","PISCES",1,"YES"
117,1991,"34","MIDDLE CLASS","BACHELOR","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","1","A GREAT DEAL","LIBRA",1,NA
1074,1991,"28","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","DIVORCED","OTHER","MOUNTAIN","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","CANCER",1,NA
